"X" "Y" "Epsilon"
1 0.366765020991648 -0.633234979008352
2 2.09739251370526 0.0973925137052644
3 1.87694695940078 -1.12305304059922
4 5.79378738349836 1.79378738349836
5 4.47401471959243 -0.525985280407574
6 7.63898291565144 1.63898291565144
7 6.55435853320985 -0.445641466790146
8 6.654036468076 -1.345963531924
9 7.81629991660759 -1.18370008339241
10 10.7349475238047 0.734947523804721
11 9.0183988800695 -1.9816011199305
12 12.7668814250722 0.766881425072234
13 15.2496458169137 2.24964581691373
14 16.3190343959943 2.31903439599426
15 13.2003104765384 -1.79968952346163
16 14.8613591969473 -1.1386408030527
17 17.7568125100963 0.756812510096312
18 17.7341181144127 -0.265881885587325
19 19.6774774550661 0.677477455066145
20 18.6992232226486 -1.30077677735136
21 20.9839132843911 -0.0160867156088519
22 23.0471191330108 1.04711913301076
23 23.3157270927883 0.315727092788297
24 22.1653970512947 -1.83460294870527
25 24.6825676350859 -0.317432364914105
26 27.1759240696252 1.17592406962523
27 26.7704273396754 -0.229572660324563
28 29.2647422467237 1.26474224672368
29 27.590911087414 -1.40908891258604
30 30.0286578251107 0.0286578251107248
31 31.7407401634587 0.740740163458712
32 33.9308722031137 1.9308722031137
33 34.6006984440661 1.60069844406612
34 35.5845158245378 1.58451582453781
35 35.5763763807582 0.576376380758205
36 35.4231387518048 -0.57686124819519
37 36.6823413565785 -0.31765864342151
38 38.5089283686478 0.508928368647779
39 40.7397130482998 1.73971304829983
40 40.2254518433311 0.225451843331054
41 38.9158705682538 -2.08412943174617
42 41.4788385774185 -0.521161422581449
43 45.1657642698198 2.16576426981978
44 43.9622677872642 -0.0377322127357931
45 45.6802316911189 0.680231691118853
46 44.6125982644412 -1.38740173555877
47 45.1834049606907 -1.81659503930927
48 49.2269259033024 1.22692590330245
49 49.5658092705704 0.565809270570416
50 50.3569229922069 0.356922992206869
51 51.4472724621316 0.44727246213156
52 51.5149951437882 -0.485004856211827
53 55.1229790293351 2.12297902933508
54 53.974658510139 -0.0253414898609781
55 53.5584594894943 -1.44154051050572
56 56.3801985908875 0.380198590887526
57 56.0246907831423 -0.975309216857736
58 58.6921339418819 0.692133941881913
59 58.5810071324162 -0.418992867583771
60 61.594160839795 1.59416083979504
61 59.7761171686766 -1.22388283132336
62 62.4673572022008 0.467357202200809
63 62.9218136450136 -0.0781863549864252
64 61.2227430576102 -2.77725694238978
65 66.2563424994974 1.25634249949741
66 66.8065740725299 0.806574072529853
67 68.0810623598962 1.08106235989622
68 68.4660854342438 0.466085434243828
69 69.076379972213 0.0763799722129716
70 71.7289190922563 1.72891909225631
71 69.6386188573407 -1.3613811426593
72 73.001249509124 1.00124950912401
73 74.4201909894511 1.42019098945113
74 72.3428650574033 -1.65713494259673
75 73.9171925399016 -1.08280746009842
76 75.2655407815033 -0.734459218496681
77 78.133622653513 1.13362265351295
78 79.2699820153563 1.26998201535627
79 79.5444327290837 0.544432729083684
